id,Horodateur,IP,Identifiant,Type,Statut,Ville,Pays,Latitude,Longitude,Operateur
4853,2021-04-12 06:49:46.250738+00,41.207.56.167,jaobe.richard,Prof,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
4852,2021-04-12 06:48:09.615877+00,41.77.17.5,rotet.loann,Eleve,Connexion valide,Antananarivo,Madagascar,,,AIRTELMADA
4851,2021-04-12 06:47:40.570596+00,197.149.38.171,ramanantsitohaina.emilie,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4850,2021-04-12 06:47:20.409311+00,197.149.21.196,rafidimanana.ihaingo,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4849,2021-04-12 06:47:17.238519+00,154.126.10.89,randretsaholy.tsitoaina,,Identifiant 'randretsaholy.tsitoaina' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4848,2021-04-12 06:47:16.139842+00,,rahanetra_raharison.amboara,Eleve,Connexion valide,,,,,
4847,2021-04-12 06:47:09.652008+00,,randretsaholy.tsitohaina,,Identifiant 'randretsaholy.tsitohaina' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4846,2021-04-12 06:46:59.252345+00,154.126.64.224,rakotonarivo galina,,Identifiant 'rakotonarivo galina' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4845,2021-04-12 06:46:42.760868+00,154.126.64.224,galina,,Identifiant 'galina' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4844,2021-04-12 06:46:36.95632+00,154.126.10.89,tsitohaina.randretsaholy,,Identifiant 'tsitohaina.randretsaholy' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4843,2021-04-12 06:46:35.237653+00,41.207.56.167,jaobe.richard,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4842,2021-04-12 06:46:25.479516+00,154.126.10.89,tsitoaina.randretsaholy,,Identifiant 'tsitoaina.randretsaholy' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4841,2021-04-12 06:46:16.656052+00,41.207.56.167,jaobe.richard,,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
4840,2021-04-12 06:46:12.23495+00,197.149.21.196,rafidimanana.ihaingo,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4839,2021-04-12 06:46:08.68286+00,,jaobe.richard,,Deconnexion,,,,,
4838,2021-04-12 06:46:06.410327+00,154.126.10.95,ravelomanantsoa.mihaja,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4837,2021-04-12 06:46:02.071164+00,41.207.56.167,jaobe.richard,Prof,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
4836,2021-04-12 06:45:59.734766+00,,rafidimanana.ihaingo,Eleve,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4835,2021-04-12 06:45:38.86052+00,,ravelomanantsoa.mihaja,Eleve,Connexion valide,,,,,
4834,2021-04-12 06:45:28.370418+00,,randrianarimanana.aro,Eleve,Connexion valide,,,,,
4833,2021-04-12 06:45:11.493536+00,,jaobe.richard,Prof,Connexion valide,,,,,
4832,2021-04-12 06:45:09.861496+00,41.207.56.167,jaobe.richard,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4831,2021-04-12 06:44:44.049204+00,154.126.64.224,galinah,,Identifiant 'galinah' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4830,2021-04-12 06:44:30.876631+00,84.99.193.213,razakambinintsoa_baje.laurie,,Identifiant 'razakambinintsoa_baje.laurie' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Chevilly-Larue,France,48.7688,2.3536,SFR SA
4829,2021-04-12 06:44:13.389809+00,154.126.64.224,galinah,,Identifiant 'galinah' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4828,2021-04-12 06:44:10.315651+00,154.126.64.224,galinah,,Identifiant 'galinah' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4827,2021-04-12 06:43:27.570915+00,,rafaralahy.manoa,Eleve,Connexion valide,,,,,
4826,2021-04-12 06:43:04.310453+00,,rafaralahy.andri_fy,Eleve,Deconnexion,,,,,
4825,2021-04-12 06:42:46.640413+00,,galina,,Identifiant 'galina' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4824,2021-04-12 06:42:45.498649+00,,admin,Sekooly,Connexion valide,,,,,
4823,2021-04-12 06:42:41.263841+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4822,2021-04-12 06:42:37.347503+00,,galinah,,Identifiant 'galinah' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4821,2021-04-12 06:42:37.340723+00,197.149.38.171,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4820,2021-04-12 06:42:34.861148+00,154.126.64.224,galinah,,Identifiant 'galinah' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4819,2021-04-12 06:42:19.024795+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4818,2021-04-12 06:42:07.077748+00,,admin,Sekooly,Connexion valide,,,,,
4817,2021-04-12 06:41:59.517025+00,,randriarimanana.tahina,,Deconnexion,,,,,
4816,2021-04-12 06:41:58.509338+00,,randriarimanana.tahina,Prof,Deconnexion,,,,,
4815,2021-04-12 06:41:41.715546+00,,ramiandriray.pierrot,Directeur Pédagogique,Connexion valide,,,,,
4814,2021-04-12 06:41:41.629377+00,197.149.60.122,radomiranja.jhay_chan,Eleve,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
4813,2021-04-12 06:41:38.604924+00,197.149.38.171,randriarimanana.tahina,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4812,2021-04-12 06:41:20.318665+00,,randrianarimanana.aro,Eleve,Connexion valide,,,,,
4811,2021-04-12 06:41:19.147373+00,,andriamanantena.andoniaina,Eleve,Connexion valide,,,,,
4810,2021-04-12 06:41:11.418809+00,,ralaiavy.tokiniaina,Eleve,Connexion valide,,,,,
4809,2021-04-12 06:40:55.279041+00,197.149.38.171,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4808,2021-04-12 06:40:52.773076+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4807,2021-04-12 06:40:09.325301+00,,andriamarosolo.ny_toky,Eleve,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4806,2021-04-12 06:39:36.27047+00,197.149.38.171,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4805,2021-04-12 06:39:33.790921+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4804,2021-04-12 06:39:33.643267+00,,rakotoarimanana.valisoa,Eleve,Connexion valide,,,,,
4803,2021-04-12 06:39:30.862466+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4802,2021-04-12 06:39:06.236114+00,,,,L'identifiant et le code d'accès ne peuvent pas être vides pour vous connecter.,,,,,
4801,2021-04-12 06:38:59.865496+00,,0327655023,,Identifiant '0327655023' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4800,2021-04-12 06:38:51.392693+00,,rakotoarimanana.valisoa,Eleve,Deconnexion,,,,,
4799,2021-04-12 06:38:44.06801+00,,hajatianamichael,,Identifiant 'hajatianamichael' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4798,2021-04-12 06:38:42.350664+00,,rakotonirina.landry,Eleve,Connexion valide,,,,,
4797,2021-04-12 06:38:41.236357+00,,radomiranja.jhay_chan,Eleve,Connexion valide,,,,,
4796,2021-04-12 06:38:33.254544+00,,0344665674,,Identifiant '0344665674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4795,2021-04-12 06:38:24.587912+00,,henintsoa.michael,,Identifiant 'henintsoa.michael' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4794,2021-04-12 06:38:19.223618+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4793,2021-04-12 06:38:14.221578+00,,henintsoamichael,,Identifiant 'henintsoamichael' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4792,2021-04-12 06:38:04.688605+00,,,,L'identifiant et le code d'accès ne peuvent pas être vides pour vous connecter.,,,,,
4791,2021-04-12 06:37:59.732533+00,,andrianandraina.maharo,Eleve,Connexion valide,,,,,
4790,2021-04-12 06:37:52.50453+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4789,2021-04-12 06:37:46.931736+00,,andrianantoandro.finaritra,Eleve,Connexion valide,,,,,
4788,2021-04-12 06:37:43.274113+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4787,2021-04-12 06:37:42.641691+00,154.126.113.102,rakotoarimanana.bodolalaina,Prof,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4786,2021-04-12 06:37:41.305675+00,,andrianantoandro.finaritra,Eleve,L'identifiant et le code d'accès ne peuvent pas être vides pour vous connecter.,,,,,
4785,2021-04-12 06:37:37.055193+00,197.149.38.171,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4784,2021-04-12 06:37:26.38489+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4783,2021-04-12 06:37:24.068527+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4782,2021-04-12 06:37:21.098545+00,197.149.38.171,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4781,2021-04-12 06:37:06.990631+00,,ramiandriray.pierrot,Directeur Pédagogique,Deconnexion,,,,,
4780,2021-04-12 06:36:37.485588+00,41.207.56.167,0344665674,,Identifiant '0344665674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4779,2021-04-12 06:35:59.754088+00,41.207.56.167,0344665674,,Identifiant '0344665674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4778,2021-04-12 06:35:24.536486+00,41.207.56.167,jaobric674,,Identifiant 'jaobric674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4777,2021-04-12 06:35:20.984174+00,,jaobric674,,Identifiant 'jaobric674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4776,2021-04-12 06:35:09.299007+00,,andriatsimatahomanana.mihampitsoa,Eleve,Connexion valide,,,,,
4775,2021-04-12 06:33:56.394601+00,197.149.38.171,rakotoarimanana.bodolalaina,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4774,2021-04-12 06:33:48.127794+00,197.158.119.154,manoarisoa.miantsa_laurena,Eleve,Connexion valide,Antananarivo,Madagascar,,,Gulfsat Autonomous System
4773,2021-04-12 06:33:31.906493+00,,034 46 656 74,,Identifiant '034 46 656 74' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4772,2021-04-12 06:33:23.29014+00,41.207.56.167,034 46 656 74,,Identifiant '034 46 656 74' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4771,2021-04-12 06:33:12.747522+00,197.158.119.154,manoarisoa.miantsa_laurena,Eleve,Connexion valide,Antananarivo,Madagascar,,,Gulfsat Autonomous System
4770,2021-04-12 06:33:06.683468+00,,ramiandriray.pierrot,Directeur Pédagogique,Connexion valide,,,,,
4769,2021-04-12 06:32:58.046337+00,,randrianah.noah,Eleve,Deconnexion,,,,,
4768,2021-04-12 06:32:54.623722+00,197.149.22.37,rafaralahy.manoa,Eleve,Connexion valide,Antananarivo,Madagascar,-18.9167,47.5167,Telecom-Malagasy
4767,2021-04-12 06:32:50.763358+00,,rakotoarimanana.bodolalaina,Prof,Deconnexion,,,,,
4766,2021-04-12 06:32:39.128034+00,197.158.119.154,manoarisoa.miantsa_laurena,Eleve,Connexion valide,Antananarivo,Madagascar,,,Gulfsat Autonomous System
4765,2021-04-12 06:32:33.315248+00,,razanadimby.andriamisa,Prof,Deconnexion,,,,,
4764,2021-04-12 06:32:33.01221+00,,radomiranja.jhaya,Eleve,Connexion valide,,,,,
4763,2021-04-12 06:31:59.881557+00,,,,Deconnexion,,,,,
4762,2021-04-12 06:31:54.447707+00,,dimbinasolo.sandanirina,Eleve,Connexion valide,,,,,
4761,2021-04-12 06:31:50.846911+00,,rakotoarimanana.bodolalaina,Prof,Connexion valide,,,,,
4760,2021-04-12 06:31:35.663815+00,,rabarijaona.matiaharivony,Eleve,Connexion valide,,,,,
4759,2021-04-12 06:31:30.428924+00,,randrianah.noah,Eleve,Connexion valide,,,,,
4758,2021-04-12 06:31:26.17908+00,,ramiandriray.pierrot,Directeur Pédagogique,Deconnexion,,,,,
4757,2021-04-12 06:31:21.018337+00,,randrianah.noah,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4756,2021-04-12 06:31:04.982776+00,,randrianah.noah,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4755,2021-04-12 06:30:57.933427+00,,radomiranja.jhaya,Eleve,Connexion valide,,,,,
4754,2021-04-12 06:30:45.778042+00,,randrianah.daniel,Eleve,Deconnexion,,,,,
4753,2021-04-12 06:30:43.127764+00,,rabarijaona.joela,,Deconnexion,,,,,
4752,2021-04-12 06:30:41.9981+00,,rabarijaona.joela,,Deconnexion,,,,,
4751,2021-04-12 06:30:01.536986+00,,radomiranja.jhaya,Eleve,Deconnexion,,,,,
4750,2021-04-12 06:30:40.417456+00,,rabarijaona.joela,Eleve,Deconnexion,,,,,
4749,2021-04-12 06:30:27.994896+00,,rahanetra_raharison.amboara,Eleve,Connexion valide,,,,,
4748,2021-04-12 06:30:08.413727+00,,ravelomanantsoa.mihaja,Eleve,Connexion valide,,,,,
4747,2021-04-12 06:29:32.050753+00,,randriambalohery.karl,Eleve,Connexion valide,,,,,
4746,2021-04-12 06:29:05.308344+00,,ramboasolo.axel,Eleve,Connexion valide,,,,,
4745,2021-04-12 06:28:57.661934+00,,rahanetra_raharison.amboara,Eleve,Connexion valide,,,,,
4744,2021-04-12 06:28:37.662304+00,,0344665674,,Identifiant '0344665674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4743,2021-04-12 06:28:34.207625+00,,admin,Sekooly,Connexion valide,,,,,
4742,2021-04-12 06:28:29.26021+00,,0344665674,,Identifiant '0344665674' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4741,2021-04-12 06:28:27.848775+00,,test,Prof,Deconnexion,,,,,
4740,2021-04-12 06:28:27.337203+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4739,2021-04-12 06:28:26.92038+00,,radomiranja.jhaya,Eleve,Connexion valide,,,,,
4738,2021-04-12 06:28:03.900831+00,,dimbinasolo.sandanirina,Eleve,Connexion valide,,,,,
4737,2021-04-12 06:28:02.855449+00,,rakotoarimanana.valisoa,Eleve,Connexion valide,,,,,
4736,2021-04-12 06:28:01.381755+00,,radomiranja.jhaya,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4735,2021-04-12 06:27:49.796034+00,,rakotoarimanana.valisoa,Eleve,Deconnexion,,,,,
4734,2021-04-12 06:27:36.230225+00,,rakotoarimanana.bodolalaina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4733,2021-04-12 06:27:31.048418+00,,radomiranja.jhaya,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4732,2021-04-12 06:27:19.979112+00,,ratiaherison.christian,Conseiller d'Education (CE),Connexion valide,,,,,
4731,2021-04-12 06:27:02.627412+00,,admin,Sekooly,Deconnexion,,,,,
4730,2021-04-12 06:27:00.936019+00,,amboara.casssidie,,Identifiant 'amboara.casssidie' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4729,2021-04-12 06:26:13.956626+00,,amboara.itoerantsoa,,Identifiant 'amboara.itoerantsoa' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4728,2021-04-12 06:26:01.760018+00,,amboara.cassidie,,Identifiant 'amboara.cassidie' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4727,2021-04-12 06:25:19.052584+00,,ramiandriray.pierrot,Directeur Pédagogique,Connexion valide,,,,,
4726,2021-04-12 06:24:45.813381+00,,rakotoarimanana.bodolalaina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4725,2021-04-12 06:24:28.076897+00,,ramiandriray.pierrot,Directeur Pédagogique,Deconnexion,,,,,
4724,2021-04-12 06:23:38.512955+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4723,2021-04-12 06:23:38.407627+00,,nahatra_lahimasy.judie,Eleve,Connexion valide,,,,,
4722,2021-04-12 06:23:10.585743+00,,ramiandriray.pierrot,Directeur Pédagogique,Connexion valide,,,,,
4721,2021-04-12 06:22:52.896896+00,,rafaralahy.andry,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4720,2021-04-12 06:22:27.592359+00,,ranjalahy.kanto-ny,,Identifiant 'ranjalahy.kanto-ny' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4719,2021-04-12 06:22:25.087615+00,,rafidimanana.ianja,Eleve,Connexion valide,,,,,
4718,2021-04-12 06:22:16.240625+00,,ranjalahy.kanto-ny,,Identifiant 'ranjalahy.kanto-ny' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4717,2021-04-12 06:22:07.350662+00,,ranjalahy.kanto-nyantsa,,Identifiant 'ranjalahy.kanto-nyantsa' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,,,,,
4716,2021-04-12 06:22:01.946434+00,,rafidimanana.ianja,Eleve,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4715,2021-04-12 06:21:50.932209+00,,rakotoarimanana.rado,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4714,2021-04-12 06:21:43.125416+00,,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,,,,,
4713,2021-04-12 06:21:42.488839+00,,rakotoarimanana.rado,Prof,Deconnexion,,,,,
4712,2021-04-12 06:21:38.181334+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4711,2021-04-12 06:21:16.343828+00,154.126.105.140,rakotoarimanana.rado,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4710,2021-04-12 06:21:06.15255+00,154.126.105.140,rakotoarimanana.rado,Prof,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
4709,2021-04-12 06:20:55.229564+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4708,2021-04-12 06:20:05.416709+00,197.149.30.132,andriamaroson.mirantsoa,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
4707,2021-04-12 06:19:34.446129+00,154.126.105.140,rakotoarimanana.rado,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4706,2021-04-12 06:19:25.917593+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4705,2021-04-12 06:19:20.362275+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4704,2021-04-12 06:17:17.399219+00,197.149.38.171,randriantsoa.pierre,Prof,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4703,2021-04-12 06:17:04.993724+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4702,2021-04-12 06:16:33.733285+00,197.149.38.171,ranjalahy.kanto,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4701,2021-04-12 06:12:23.858984+00,,rakotozafy.vona,Eleve,Connexion valide,,,,,
4700,2021-04-12 06:11:52.224778+00,,razafindrabe.tojo,Conseiller d'Education (CE),Connexion valide,,,,,
4699,2021-04-12 06:11:18.529805+00,,rakotondramoma.valentina,Prof,Deconnexion,,,,,
4698,2021-04-12 06:11:16.28271+00,,rakotoharinivo.julienne,Eleve,Deconnexion,,,,,
4697,2021-04-12 06:11:15.725229+00,,rakotomalala.stevano,Eleve,Connexion valide,,,,,
4696,2021-04-12 06:11:15.681232+00,,ratsinjomanana.fenosoa,Eleve,Connexion valide,,,,,
4695,2021-04-12 06:11:07.883424+00,,rakotoharinivo.julienne,Eleve,Connexion valide,,,,,
4694,2021-04-12 06:09:25.202852+00,,andrianjafiharimanana.rotsy,Eleve,Deconnexion,,,,,
4693,2021-04-12 06:09:24.567608+00,,andrianarivo.nathan,Eleve,Connexion valide,,,,,
4692,2021-04-12 06:09:02.33355+00,,toandroharivony.niaina,Eleve,Connexion valide,,,,,
4691,2021-04-12 06:08:56.191702+00,,admin,Sekooly,Connexion valide,,,,,
4690,2021-04-12 06:08:51.579118+00,,toandroharivony.niaina,,Deconnexion,,,,,
4689,2021-04-12 06:08:50.865764+00,,razakambinintsoa_bajee.laurie,Eleve,Deconnexion,,,,,
4688,2021-04-12 06:08:50.450468+00,,toandroharivony.niaina,Eleve,Deconnexion,,,,,
4687,2021-04-12 06:08:45.021729+00,,rabearison.tonny,Eleve,Connexion valide,,,,,
4686,2021-04-12 06:08:16.057501+00,154.126.64.224,rakotomalala.stevano,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4685,2021-04-12 06:07:55.261943+00,154.126.64.224,rakotomalala.nicky,,Identifiant 'rakotomalala.nicky' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
4684,2021-04-12 06:07:41.716525+00,,rabearison.tonny,Eleve,Connexion valide,,,,,
4683,2021-04-12 06:07:34.236135+00,,andrianasolonjanahary.mirailla,Eleve,Connexion valide,,,,,
4682,2021-04-12 06:06:11.29043+00,197.149.15.211,andriantsoa.corina,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
4681,2021-04-12 06:05:51.1743+00,,manoarisoa.miantsa_laurena,Eleve,Connexion valide,,,,,
4680,2021-04-12 06:05:50.031257+00,,rabearison.tonny,Eleve,Connexion valide,,,,,
4679,2021-04-12 06:05:09.985226+00,,razakambinintsoa_bajee.laurie,Eleve,Deconnexion,,,,,
4678,2021-04-12 06:04:53.982552+00,,rabarijaona.joela,Eleve,Connexion valide,,,,,
4677,2021-04-12 06:04:34.42396+00,,razakambinintsoa_bajee.laurie,Eleve,Connexion valide,,,,,
4676,2021-04-12 06:04:26.682131+00,,,,Deconnexion,,,,,
4675,2021-04-12 06:04:23.930381+00,,rabehaja.tatiana,Eleve,Connexion valide,,,,,
